sku,name,price,phase,body_material,rpm,hp,mounting_type
10100048,موتور 1400-1.5HP -تکفاز پوسته آلومینیومB35,163000000,تک‌فاز,آلومینیوم,1400.0,1.5,B35
10100049,موتور 1400-2HP -تکفاز پوسته آلومینیومB35,200000000,تک‌فاز,آلومینیوم,1400.0,2.0,B35
101000410,موتور 1400-3HP -تکفاز پوسته آلومینیومB35,258000000,تک‌فاز,آلومینیوم,1400.0,3.0,B35
101000419,موتور 3000-2HP -تکفاز پوسته آلومینیومB3,175000000,تک‌فاز,آلومینیوم,3000.0,2.0,B3
101000420,موتور 3000-3HP -تکفاز پوسته آلومینیومB3,205000000,تک‌فاز,آلومینیوم,3000.0,3.0,B3
101000421,موتور 0.09kw-1400تکفاز پوسته آلومینیومB34,0,تک‌فاز,آلومینیوم,1400.0,0.12,B34
101000422,موتور 0.12kw-1400تکفاز پوسته آلومینیومB34,0,تک‌فاز,آلومینیوم,1400.0,0.16,B34
101000423,موتور 0.18kw-1400تکفاز پوسته آلومینیومB35,90000000,تک‌فاز,آلومینیوم,1400.0,0.24,B35
101000424,موتور 1400-0.25kw -تکفاز پوسته آلومینیومB34,100000000,تک‌فاز,آلومینیوم,1400.0,0.34,B34
101000425,موتور 1400-0.5HP -تکفاز پوسته آلومینیومB34,110000000,تک‌فاز,آلومینیوم,1400.0,0.5,B34
101000426,موتور 1400-0.55kw -تکفاز پوسته آلومینیومB34,43000000,تک‌فاز,آلومینیوم,1400.0,0.74,B34
101000427,موتور 1hp-1400تکفاز پوسته آلومینیومB34,146000000,تک‌فاز,آلومینیوم,1400.0,1.0,B34
101000428,موتور 1.5hp-1400تکفاز پوسته آلومینیومB34,163000000,تک‌فاز,آلومینیوم,1400.0,1.5,B34
101000429,موتور 2hp-1400تکفاز پوسته آلومینیومB34,200000000,تک‌فاز,آلومینیوم,1400.0,2.0,B34
101000430,موتور 3hp-1400تکفاز پوسته آلومینیومB34,258000000,تک‌فاز,آلومینیوم,1400.0,3.0,B34
101000446,موتور 3000_ 2HP_ تکفاز پوسته آلومینیوم B35,175000000,تک‌فاز,آلومینیوم,3000.0,2.0,B35
101000450,موتور 2HP-1400 تکفاز پوسته آلومینیوم B3,185000000,تک‌فاز,آلومینیوم,1400.0,2.0,B3
101000451,موتور 3HP-1400 تکفاز پوسته آلومینیوم B3,252000000,تک‌فاز,آلومینیوم,1400.0,3.0,B3
101000453,موتور 1400-0/5Hp تکفاز پوسته آلومینیوم B3,0,تک‌فاز,آلومینیوم,1400.0,0.5,B3
101000454,موتور 1.5hp-1400 پوسته آلومینیومB3,130000000,تک‌فاز,آلومینیوم,1400.0,1.5,B3
10100034,موتور 1400-1HP -پوسته چدنی,113000000,سه‌فاز,چدن,1400.0,1.0,
10100035,موتور 1400-1.5HP -پوسته چدنی,128000000,سه‌فاز,چدن,1400.0,1.5,
10100036,موتور 1400-2HP -پوسته چدنی,140000000,سه‌فاز,چدن,1400.0,2.0,
10100037,موتور 1400-3HP -پوسته چدنی,200000000,سه‌فاز,چدن,1400.0,3.0,
